name,RevT,DLM,TCF,TCT,UF,FTs,Size,Art
research-assessment-exercise-2008,2013-08-29,2013-08-29,2008,2008,,{u'HTML': 1},7.4,1
research-activity-survey,,2013-08-29,,,This was an annual survey that has now ceased,{},0.0,0
national-bowel-cancer-audit-open-data-2011-2012,2013-11-09,2013-08-29,2011-04-01,2012-03-31,,"{u'PDF': 1, u'HTML': 2, u'CSV': 2}",1585.0,5
national-head-and-neck-cancer-open-data-2011-2012,2013-11-09,2013-08-29,2011-11-01,2012-10-31,,"{u'PDF': 1, u'CSV': 4, u'HTML': 2}",2744.1,7
hospitality-received-by-fco-ministers,2013-10-12,2013-08-29,,,quarterly,{u'CSV': 6},11.8,6
national-oesophago-gastric-cancer-audit-open-data-2011-2012,2013-11-09,2013-08-29,2011-04-01,2012-03-31,,"{u'PDF': 1, u'CSV': 4, u'HTML': 2}",2499.5,7
local_area_migration_indicators_suite,2013-11-09,2013-08-29,,,,{u'': 1},17.7,1
july-2013-spend-over-25k,2013-10-19,2013-08-29,,,,{u'CSV': 1},4.2,1
higher-education-in-further-education-student-survey-heifes,2013-11-09,2013-08-29,,,annual,{u'HTML': 1},103.9,1
transparent-approach-to-costing-incorporating-3-linked-collections-trac,2013-09-07,2013-08-29,,,,{u'HTML': 1},13.6,1
higher-education-institutions-annual-accountability-returns,2013-08-29,2013-08-29,,,annual,{u'HTML': 1},17.1,1
higher-education-student-early-statistics-survey-heses,2013-11-09,2013-08-29,,,annual,{u'HTML': 1},103.9,1
pus-meetings-with-external-organisations-january-to-march-2013,2013-10-28,2013-08-29,,,quarterly,{u'CSV': 4},3.1,4
financial-reporting-may-2013,2013-08-28,2013-08-28,2013-05-01,2013-05-31,monthly,{u'XLS': 1},80.9,1
national-diabetes-inpatient-audit-nadia-2012,2013-11-16,2013-08-28,2012-09-17,2012-09-21,,{u'CSV': 2},116.5,2
july-expenditure-over-25k,2013-10-12,2013-08-28,,,,{u'HTML': 1},14.9,1
north-ccg-over-25k-august,2013-08-28,2013-08-28,,,,{u'XLS': 1},13.5,1
south-ccg-over-25k-august,2013-08-28,2013-08-28,,,,{u'XLS': 1},12.3,1
dbs-barring-list-data,2013-11-16,2013-08-28,2013-07-01,2013-07-31,,"{u'HTML': 1, u'ods': 1}",28.5,2
climate_change_levy_and_carbon_price_floor_bulletin,2013-11-16,2013-08-28,,,,{u'': 1},54.5,1
pensioner_incomes_series_reports_northern_ireland,2013-10-05,2013-08-28,,,,{u'': 3},82.0,3
central-ccg-over-25k-august-2013,2013-08-28,2013-08-28,,,,"{u'XLS': 1, u'xls / xlsx': 1}",15.5,2
private-finance-initiative-pfi-data,2013-11-16,2013-08-27,,,Twice yearly,"{u'PDF': 1, u'XLS': 4, u'ppt': 1}",155.8,6
permanent-secretaries-meetings-with-external-organisations-including-senior-media-executives,2013-09-06,2013-08-27,,,monthly,{u'CSV': 4},3.5,4
english-heritage-spend-over-25-000,2013-08-30,2013-08-27,2010-04-01,2013-04-30,,{u'CSV': 20},675.1,20
psychological_therapies_waiting_times,2013-11-16,2013-08-27,,,quarterly,{u'': 1},190.7,1
dbs-upheld-and-not-upheld-dispute-volumes-2008-2013,2013-11-16,2013-08-27,2008-01-01,2013-07-31,,"{u'HTML': 1, u'ods': 1}",26.7,2
dbs-list-of-current-registered-and-umbrella-bodies,2013-11-16,2013-08-27,2013-07-01,2013-07-31,,"{u'HTML': 1, u'ods': 1}",102.2,2
dbs-certificate-volumes-2008-2013,2013-11-16,2013-08-27,2008-01-01,2013-07-31,,"{u'HTML': 1, u'ods': 1}",26.4,2
child_healthy_weight_interventions_statistics,2013-11-16,2013-08-27,,,annual,{u'': 1},90.0,1
dbs-redress-payments-2008-2013,2013-11-16,2013-08-27,2008-01-01,2013-07-31,,"{u'HTML': 1, u'ods': 1}",24.9,2
marketing-advertising-exemption-data-july-2013,2013-08-28,2013-08-23,,,annual,{u'CSV': 1},1.4,1
technology-strategy-board-organisation-chart,2013-11-16,2013-08-23,,,annual,{u'HTML': 1},124.1,1
disclosure-ministerial-gifts-received-,2013-10-10,2013-08-23,,,quarterly,{u'CSV': 8},4.2,8
04x-25k,2013-10-04,2013-08-23,,,monthly,{u'HTML': 1},28.5,1
technology-strategy-board-grants,2013-11-16,2013-08-23,2007-07-01,2013-08-22,quarterly,{u'CSV': 1},151.9,1
iowpct-financial-transactions-transparency,2013-08-22,2013-08-23,2010-04-01,2013-03-31,monthly,{u'CSV': 36},271.1,36
05p-25k-july-13,2013-10-04,2013-08-23,2013-07-01,2013-07-31,,{u'HTML': 1},14.6,1
05p-25k-june-2013,2013-10-04,2013-08-23,2013-06-01,2013-06-30,,{u'HTML': 1},14.6,1
05p-over-25k-may,2013-10-04,2013-08-23,2013-05-01,2013-05-31,,{u'HTML': 1},14.6,1
technology-strategy-board-tax-arrangements-for-public-sector-appointees,2013-11-16,2013-08-23,2012-01-01,,never,{u'XLS': 1},62.8,1
staff-organograms-and-pay-foreign-and-commonwealth-office-30-09-2011,2013-11-16,2013-08-23,,,6 monthly,{u'CSV': 1},75.0,1
fco-online-travel-advice,2013-11-16,2013-08-23,,,as needed,{u'api': 1},12.3,1
finance-expenditure-july-2013,2013-11-16,2013-08-23,2013-07-01,2013-07-31,,{u'CSV': 1},20.2,1
iownhst-financial-transactions-transparency,2013-11-12,2013-08-23,2012-04-01,2013-10-31,monthly,{u'CSV': 19},57.8,19
dfid-flights-data-2011,2013-08-23,2013-08-23,,,,{u'CSV': 1},782.4,1
flights-booked-through-gps-framework-moj,2013-08-23,2013-08-23,2011-01-01,2011-12-31,,{u'CSV': 1},142.9,1
dcms-lottery-grants-database,2013-11-16,2013-08-23,,,,{u'aspx': 3},126.0,3
monthly-25k,2013-09-14,2013-08-23,,,monthly,{u'HTML': 1},14.2,1
technology-strategy-board-transparency-data,2013-11-16,2013-08-23,2013-05-30,,annual,{u'HTML': 1},131.9,1
staff-organograms-and-pay-foreign-and-commonwealth-office,2013-10-10,2013-08-23,,,Bi-annually,"{u'RDF': 1, u'CSV': 5, u'ppt': 1}",184.0,7
technology-strategy-board-board-members-interests,2013-11-16,2013-08-23,,,,{u'XLS': 1},139.6,1
driving-licence-data,2013-11-16,2013-08-22,2012-11-08,2012-11-24,quarterly,"{u'doc': 1, u'HTML': 1, u'XLS': 3}",4893.2,5
renewable_heat_incentive_rhi_and_renewable_heat_premium_payments_rhpp_deployment_data,2013-11-16,2013-08-22,,,monthly,{u'': 10},262.8,10
july-2013-spend-in-esrc,2013-11-16,2013-08-22,2013-07-01,2013-07-31,monthly,{u'XLS': 1},20.1,1
june-2013-spend-in-esrc,2013-11-16,2013-08-22,2013-06-01,2013-06-30,monthly,{u'XLS': 1},20.1,1
travel-data-transparency-agenda-and-foi-request,2013-08-22,2013-08-22,2011,,,{u'CSV': 2},338.6,2
explanations_beyond_exchange_rates,2013-11-02,2013-08-22,,,,{u'': 1},15.6,1
uk-atomic-energy-authority-transactions,2013-11-16,2013-08-22,,,monthly,{u'CSV': 42},7346.5,42
complaints-data-about-dwp,2013-11-16,2013-08-22,2013-04-01,2013-06-30,,{u'CSV': 2},7.7,2
right_to_buy_sales,2013-11-16,2013-08-22,,,,{u'HTML': 3},72.1,3
wolverhampton-ccg-june-13-25k-expenditure-report,2013-11-16,2013-08-21,,,,{u'HTML': 1},14.9,1
national_reading_and_numeracy_test_results,2013-11-16,2013-08-21,,,,{u'': 1},41.7,1
ichnt-2013p04-july-return,2013-11-16,2013-08-21,,,,{u'htm ': 1},31.4,1
staff-organograms-and-pay-mod,2013-06-19,2013-08-21,2012-03-31,2012-09-30,Bi-annually,{u'CSV': 28},2785.8,28
oda-transparency-report-jul-2013,2013-08-21,2013-08-21,2013-07-01,2013-07-31,,{u'CSV': 1},7.9,1
organogram-and-staff-pay-data-for-ministry-of-defence-2013,2013-08-24,2013-08-21,2013-03-01,2013-03-31,,{u'CSV': 14},927.2,14
expenditure-transactions-over-25k-for-july-2013,2013-08-23,2013-08-21,2013-07-01,2013-07-31,,{u'CSV': 1},8.5,1
flights-booked-through-gps-framework,2013-08-20,2013-08-20,2011-01-01,2011-12-31,,{u'CSV': 1},524.1,1
dcms-permanent-secretary-business-costs-1-january-31-december-2012,2013-08-20,2013-08-20,2012-01-01,2013-03-31,,"{u'PDF': 3, u'rtf': 3, u'CSV': 3}",896.4,9
dcms-disclosure-of-senior-and-junior-salaries-and-production-of-organograms-sept-2011,2013-08-20,2013-08-20,,2013-03-31,quarterly,{u'CSV': 10},2658.1,10
land-terrier-assets,2013-08-20,2013-08-20,,,,{u'XML': 1},15.9,1
private_registered_provider_social_housing_stock_in_england-statistical_data_return,2013-11-16,2013-08-20,,,annual,{u'': 1},51.1,1
nhs-canterbury-and-coastal-ccg-expenditure-for-july-2013,2013-09-14,2013-08-20,2013-07-01,2013-07-31,,{u'XLS': 1},22.6,1
special-advisers-dcms-2011,2013-08-24,2013-08-20,2011-01-01,2013-03-31,quarterly,"{u'rtf': 9, u'PDF': 6, u'CSV': 12}",6711.8,27
nhs-ashford-ccg-spend-for-july-2013,2013-10-19,2013-08-20,2013-07-01,2013-07-31,,{u'XLS': 1},18.8,1
government-construction-pipeline,2013-11-16,2013-08-19,2012-05-28,2012-11-28,,"{u'xlsx': 2, u'HTML': 1, u'XLS': 3}",1783.0,6
public-bodies-that-have-been-closed-as-at-22-august-2012,2013-08-19,2013-08-19,,,,{u'CSV': 1},7.0,1
payments-to-suppliers-greater-than-25000-jnu-2013,2013-11-16,2013-08-19,,,,{u'CSV': 1},21.1,1
payments-to-suppliers-greater-than-25000-may-2103,2013-11-16,2013-08-19,,,,{u'CSV': 1},21.1,1
payments-to-suppliers-greater-than-25000-apr-2013,2013-11-16,2013-08-19,,,,{u'CSV': 1},21.1,1
dcms-workforce-management-information,2013-08-19,2013-08-19,2013-04-01,2013-07-31,monthly,{u'CSV': 4},94.6,4
payments-to-suppliers-greater-than-25000-jul-2013,,2013-08-19,,,monthly,{},0.0,0
catalyst-capacity-building-and-match-funding-scheme-awards,2013-08-16,2013-08-16,,,,{u'XLS': 1},50.7,1
organogram-for-arts-council-england,2013-08-16,2013-08-16,,,,{u'CSV': 1},4.3,1
creative-people-and-places-awards,2013-09-27,2013-08-16,,,,{u'CSV': 1},49.1,1
arts-council-national-portfolio-organisations-awards,2013-08-16,2013-08-16,2012-04-01,2015-03-31,,{u'XLS': 1},177.2,1
music-education-hubs,2013-08-16,2013-08-16,,,,{u'CSV': 1},16.6,1
arts-council-england-junior-and-senior-staff-data-set,2013-08-16,2013-08-16,,,,{u'CSV': 1},75.8,1
executive-board-expenses-for-arts-council-england,2013-08-16,2013-08-16,2011-04-01,2012-09-30,annual,{u'CSV': 2},41.7,2
expenditure-data-for-arts-council-england,2013-08-16,2013-08-16,2010-05-01,2013-07-31,monthly,{u'CSV': 39},1054.5,39
national-council-expenses,2013-08-16,2013-08-16,2010-04-01,2012-03-31,annual,{u'CSV': 2},51.7,2
catalyst-endowment-adwards,2013-08-16,2013-08-16,,,,{u'CSV': 1},29.2,1
pesticide_usage_report_on_orchard_fruit_in_the_uk,2013-11-16,2013-08-15,,,,{u'': 1},23.6,1
25k-expenditure-list,,2013-08-15,2013-04-01,2013-04-30,,{u'CSV': 1},0.0,1
payments-to-suppliers-with-a-value-over-25000-jul-2013,2013-08-15,2013-08-15,,,,{u'CSV': 1},18.3,1
barking-havering-redbridge-university-hospital-nhs-trust-expenditure-over-25k-july-13,2013-08-15,2013-08-15,,,,{u'PDF': 1},70.5,1
pesticide_usage_report_on_arable_crops_in_the_uk,2013-11-16,2013-08-15,,,,{u'': 1},23.6,1
clinical_commissioning_group_population_estimates,2013-11-01,2013-08-15,,,,{u'': 1},17.5,1
home-office-information-asset-register,2013-11-16,2013-08-15,,,Bi-annually,"{u'HTML': 1, u'XLS': 1, u'ods': 1}",124.8,3
adults_with_learning_disabilities_known_to_scottish_local_authorities_esay,2013-11-15,2013-08-14,,,,{u'': 1},23.4,1
train_to_gain_success_rates,2013-11-16,2013-08-13,,,annual,"{u'HTML': 1, u'XLS': 3}",341.6,4
over-25k-spend-for-nhs-bradford-city-ccg,2013-11-12,2013-08-13,,,monthly,{u'CSV': 7},18.4,7
over-25k-spend-for-nhs-bradford-districts-ccg,2013-11-12,2013-08-13,,,monthly,{u'CSV': 7},44.2,7
expenditure-over-25k-july-2013,2013-11-16,2013-08-13,2013-07-01,2013-07-31,,{u'CSV': 1},46.4,1
introducing_new_labour_productivity_statistics,2013-11-02,2013-08-13,,,,{u'': 1},17.4,1
over-25-000-expenditure-april-13,2013-11-16,2013-08-13,2013-04-01,2014-03-31,,{u'CSV': 1},11.1,1
over-25k-spend-for-nhs-airedale-wharfedale-and-craven-ccg,2013-11-11,2013-08-13,,,monthly,{u'CSV': 7},15.6,7
vts-spend-over-250-for-july-2013,2013-08-13,2013-08-13,2013-07-01,2013-07-31,,{u'CSV': 2},18.6,2
cefas-gpc-data-over-500,2013-11-16,2013-08-12,2011-07-01,2011-09-01,,{u'CSV': 1},35.1,1
fco-index-of-geographical-names,2013-10-26,2013-08-12,,,,"{u'CSV': 3, u'ms word': 1}",43.9,4
taunton-and-somerset-nhs-foundatioexpenditure-over-25k-july-2013-trust,,2013-08-12,2013-07-01,2013-07-31,,{},0.0,0
ahvla-gpc-over-500-pounds,2013-06-19,2013-08-12,2011-04-01,2012-09-31,monthly,{u'CSV': 10},26.0,10
live-traffic-information-from-the-highways-agency-road-network,2013-11-16,2013-08-12,2011-12-21,,live data updated automatically,"{u'XML': 13, u'PDF': 2}",87834.4,15
rbg-kew-gpc-over-500-pounds,2013-06-19,2013-08-12,2011-04-01,2012-09-31,monthly,{u'CSV': 6},7.9,6
jncc-gpc-spend-over-500-pounds,2013-06-19,2013-08-12,2011-04-01,2012-09-31,,{u'CSV': 6},26.1,6
vmd-gpc-spend-over-500-pounds,2013-06-19,2013-08-12,2011-04-01,2012-09-31,monthly,{u'CSV': 6},16.0,6
mmo-gpc-spend-over-500-pounds,2013-06-19,2013-08-12,2011-04-01,2012-09-31,monthly,{u'CSV': 6},25.9,6
ccw-gpc-over-500-pounds,2013-06-19,2013-08-12,2011-04-01,2012-06-31,monthly,{u'CSV': 5},4.5,5
defra-gpc-spend-over-500-pounds,2013-10-31,2013-08-12,2010-04-01,2013-08-30,monthly,{u'CSV': 25},487.0,25
rpa-gpc-spend-over-500-pounds,2013-06-19,2013-08-12,2011-04-01,2012-09-31,monthly,{u'CSV': 6},10.2,6
financial-transactions-data-east-midlands-ambulance-service-nhs-trust-july-2013,2013-11-16,2013-08-08,2013-07-01,2013-07-31,monthly,{u'CSV': 2},54.3,2
congestion_on_local_authority_managed_a_roads_,2013-11-16,2013-08-08,,,,{u'': 2},81.6,2
imaging_and_radiodiagnostics_,2013-11-16,2013-08-07,,,,{u'': 1},21.7,1
july-2013-spend-over-25-000-in-george-eliot-hospital-nhs-trust,2013-11-16,2013-08-07,2013-07-01,2013-07-31,monthly,{u'CSV': 1},39.0,1
public_health_outcomes_framework_,2013-11-16,2013-08-06,,,,{u'': 1},20.3,1
wolverhampton-ccg-25k,2013-11-16,2013-08-06,2013-04-01,2013-05-31,monthly,{u'XML': 1},14.9,1
taxi_and_private_hire_vehicle_statistics,2013-11-16,2013-08-06,,,,{u'': 2},51.9,2
july-2013-southccg,2013-08-02,2013-08-02,,,,{u'xlsm': 1},13.6,1
july-2013,2013-08-02,2013-08-02,,,,{u'xlsm': 1},17.5,1
july-north-ccg,2013-08-02,2013-08-02,,,,{u'xlsm': 1},12.9,1
july-northccg,2013-08-02,2013-08-02,,,,{u'xlsm': 1},12.9,1
june-2013,2013-08-02,2013-08-02,,,,{u'xlsm': 1},13.8,1
nhs-great-yarmouth-and-waveney-ccg-spend-over-25-000,2013-11-16,2013-08-02,2013-04-01,2013-09-30,monthly,"{u'PDF': 6, u'HTML': 1}",1347.5,7
june-2013-southccg,2013-08-02,2013-08-02,,,,{u'xlsm': 1},13.7,1
lchs-25k-spend-april-2013,2013-11-16,2013-08-02,2013-04-01,2013-05-31,monthly,{u'PDF': 2},92.7,2
statistical_series_4,2013-10-12,2013-08-02,,,annual,{u'': 1},7.9,1
june-northccg-2013,2013-08-02,2013-08-02,,,,{u'xlsm': 1},12.5,1
pesticide_usage_report_on_soft_fruit_in_the_uk,2013-11-16,2013-08-01,,,,{u'': 1},23.6,1
friends_and_family_test,2013-11-16,2013-08-01,,,,{u'': 4},70.4,4
engagement_in_culture_arts_and_leisure_by_adults_in_northern_ireland_,2013-10-26,2013-08-01,,,annual,{u'': 1},20.5,1
number-of-dbs-applications-for-selected-positions-for-2011-and-2012-and-pnc-information-revealed,2013-08-01,2013-08-01,2011-01-01,2012-12-31,,{u'ods': 1},188.1,1
number-of-dbs-checks-for-teaching-positions-in-north-lincolnshire-over-5-yrs-and-pnc-info-revealed,2013-08-01,2013-08-01,2008,2013,,{u'ods': 1},7.4,1
national-audit-of-dementia-case-note-audit-data-2012,2013-11-16,2013-08-01,2011-09-01,2012-02-28,,"{u'HTML': 5, u'CSV': 2}",2643.5,7
dbs-certificates-with-pnc-information-adult-list-and-children-list-information-from-2002-to-present,2013-08-01,2013-08-01,2002,2013,,"{u'PDF': 1, u'ods': 1}",83.9,2
health-sector-registered-and-umbrella-bodies-volumes-in-last-12-and-24-months,2013-08-01,2013-08-01,,,,{u'ods': 1},148.3,1
pnc-info-included-on-dbs-certificates-for-teaching-positions-in-the-last-3-calendar-years,2013-08-01,2013-08-01,2010-01-01,2012-12-31,,{u'ods': 1},209.5,1
list-of-registered-bodies-registration-has-been-requested-on-to-the-update-service,2013-08-01,2013-08-01,2013-06-17,2013-07-17,,{u'ods': 1},11.1,1
north-lincolnshire-ccg-over-25-000-spend,2013-11-16,2013-07-31,,,,{u'CSV': 21},303.9,21
south-norfolk-ccg-expenditure-over-25k,2013-11-16,2013-07-31,,,monthly,{u'HTML': 1},20.5,1
dbs-number-of-applications-submitted-by-registered-bodies-in-december-2012,2013-08-12,2013-07-31,2012-12-01,2012-12-31,,{u'ods': 1},77.5,1
dbs-de-registered-registered-bodies,2013-08-12,2013-07-31,2012-06-01,2012-12-31,,{u'ods': 1},27.3,1
dbs-application-volumes-by-potential-employer-name,2013-07-31,2013-07-31,2013-03-01,2013-03-31,,{u'ods': 1},1376.7,1
dbs-e-bulk-enabled-registered-bodies,2013-08-12,2013-07-31,2012-03-01,2013-03-01,,{u'ods': 1},6.8,1
number-of-dbs-checks-issued-for-all-registered-bodies-for-2011-2012-and-2013,2013-07-31,2013-07-31,2011-01-01,2013-05-01,,{u'ods': 1},7.0,1
registered-bodies-submitting-less-than-1500-applications-table,2013-08-12,2013-07-31,2012-01-01,2012-12-31,,{u'ods': 1},229.8,1
dbs-checks-requested-by-each-registered-body-via-e-bulk-for-the-full-month-of-march-2013,2013-07-31,2013-07-31,2013-03-01,2013-03-31,,{u'ods': 1},5.4,1
dbs-registered-bodies-who-have-submitted-less-than-1500-applications-during-the-past-six-months,2013-07-31,2013-07-31,2012-11-01,2013-05-01,,{u'ods': 1},226.8,1
dbs-registered-bodies-who-have-been-de-registered-within-the-last-6-six-months,2013-08-12,2013-07-31,2012-11-01,2013-05-01,,{u'ods': 1},12.4,1
registered-bodies-submitting-more-than-1500-dbs-applications-in-the-last-six-months,2013-07-31,2013-07-31,2012-11-01,2013-05-01,,{u'ods': 1},18.2,1
oda-transparency-report-june-2013,2013-07-31,2013-07-31,2013-06-01,2013-06-30,monthly,{u'CSV': 1},22.1,1
dbs-registered-body-volumes,2013-08-12,2013-07-31,2012-01-01,2012-12-31,,{u'ods': 1},36.3,1
nhs-ashford-expenditure-for-may-2013,2013-10-19,2013-07-30,2013-05-01,2013-05-31,,{u'XLS': 1},18.6,1
financial-transactions-data-cefas,2013-06-19,2013-07-30,2010-04-01,2012-09-31,monthly,{u'CSV': 30},41.1,30
financial-transactions-data-fera,2013-06-19,2013-07-30,2010-04-01,2012-09-31,monthly,"{u'CSV': 30, u'csv ': 1}",56.1,31
financial-transactions-data-natural-england,2013-06-19,2013-07-30,2010-04-01,2012-09-31,monthly,{u'CSV': 29},225.7,29
financial-transactions-data-ea,2013-06-19,2013-07-30,2010-04-01,2012-09-31,monthly,{u'CSV': 30},1512.5,30
financial-transactions-data-animal-health-and-veterinary-laboratories-agency,2013-06-19,2013-07-30,2011-09-01,2012-09-31,monthly,{u'CSV': 13},128.6,13
nhs-canterbury-and-coastal-ccg-expenditure-for-june-2013,2013-09-14,2013-07-30,2013-06-01,2013-06-30,,{u'XLS': 1},22.6,1
nhs-canterbury-and-coastal-ccg-expenditure-for-may-2013,2013-09-14,2013-07-30,2013-05-01,2013-05-31,,{u'XLS': 1},22.6,1
canterbury-coastal-ccg-expenditure-for-april-2013,2013-09-13,2013-07-30,2013-04-01,2013-04-30,,{u'XLS': 1},22.6,1
gpc-transactions-of-500-and-above-during-june-2013,2013-11-16,2013-07-30,,,,{u'CSV': 1},33.7,1
spend-over-25000-in-walsall-healthcare-nhs-trust,2013-07-30,2013-07-30,2013-06-01,2013-06-30,,"{u'PDF': 1, u'CSV': 1}",93.8,2
spend-over-25-000-in-agriculture-and-horticulture-development-board-ahdb,2013-06-19,2013-07-30,2012-05-01,2012-09-31,,{u'CSV': 5},9.6,5
financial-transactions-data-kew,2013-06-19,2013-07-30,2010-04-01,2012-08-31,monthly,{u'CSV': 29},82.8,29
financial-transactions-data-sfia,2013-06-19,2013-07-30,2010-04-01,2012-09-30,monthly,{u'CSV': 8},2.2,8
financial-transactions-data-ccwater,2013-09-11,2013-07-30,2010-04-01,2012-08-31,monthly,{u'CSV': 25},11.5,25
financial-transactions-data-rpa,2013-06-19,2013-07-30,2010-04-01,2012-09-31,monthly,{u'CSV': 30},158.8,30
nhs-ashford-ccg-expenditure-for-june-2013,2013-10-19,2013-07-30,2013-06-01,2013-06-30,,{u'XLS': 1},18.6,1
financial-transactions-data-jncc,2013-06-19,2013-07-30,2010-04-01,2012-09-31,monthly,{u'CSV': 27},347.2,27
nhs-ashford-ccg-expenditure-for-april-2013,2013-10-19,2013-07-30,2013-04-01,2013-04-30,,{u'XLS': 1},18.6,1
financial-transactions-data-mmo,2013-06-19,2013-07-30,2010-04-01,2012-09-31,monthly,{u'CSV': 30},69.0,30
financial-transactions-data-vmd,2013-06-19,2013-07-30,2010-04-01,2012-09-31,monthly,{u'CSV': 30},1921.9,30
national-hip-fracture-database-supplementary-report-2011-12,2013-11-09,2013-07-30,2011-03-01,2012-03-31,,"{u'PDF': 2, u'CSV': 2, u'XLS': 1, u'HTML': 2}",3210.5,7
spend-over-25-000-for-nhs-greater-preston-ccg,2013-11-18,2013-07-29,,,,{u'CSV': 7},42.2,7
spend-over-25k-oct12,2013-11-16,2013-07-29,2012-10-01,2013-06-30,,{u'CSV': 1},46.4,1
edit-spend-over-25-000-for-nhs-lancashire-north-ccg,2013-11-16,2013-07-29,,,,{u'CSV': 6},156.7,6
spend-over-25-000-for-nhs-chorley-and-south-ribble-ccg,2013-10-15,2013-07-29,,,,{u'CSV': 6},34.0,6
spend-over-25-000-for-nhs-east-lancashire-ccg,2013-11-16,2013-07-29,,,,{u'cvs': 5},54.1,5
spend-over-25-000-for-nhs-fylde-and-wyre-ccg,2013-11-16,2013-07-29,,,,{u'CSV': 5},134.9,5
over-25k-spend-for-blackpool-ccg,2013-10-18,2013-07-29,,,,{u'CSV': 6},41.1,6
spend-over-25-000-for-nhs-blackburn-with-darwen-ccg,2013-11-16,2013-07-29,,,,{u'CSV': 7},92.4,7
spend-over-25-000-for-nhs-west-lancashire-ccg,2013-10-19,2013-07-29,,,,{u'CSV': 6},35.3,6
prompt-payment-statistics-for-june-2013-from-acas,2013-07-26,2013-07-26,2013-06-01,2013-06-30,,{u'doc': 1},31.2,1
payments-to-suppliers-over-500-for-june-2013-from-acas,2013-07-26,2013-07-26,2013-06-01,2013-06-30,,{u'CSV': 1},33.9,1
financial-transactions-data-defra,2013-11-18,2013-07-25,2010-04-01,2013-08-30,monthly,"{u'CSV': 40, u'csv ': 1}",2943.7,41
public_opinion_of_forestry_wales,2013-11-16,2013-07-25,,,,{u'': 1},31.2,1
public_opinion_of_forestry_uk_and_england,2013-11-16,2013-07-25,,,,{u'': 1},31.2,1
taunton-and-somerset-nhs-foundatioexpenditure-over-25k-june-2013-trust,,2013-07-25,2013-06-01,2013-06-30,,{},0.0,0
public_opinion_of_forestry_scotland,2013-11-16,2013-07-25,,,,{u'': 1},31.2,1
rail_passenger_numbers_and_crowding,2013-11-16,2013-07-24,,,annual,{u'': 1},31.4,1
life_expectancy_at_birth_and_at_age_65_by_local_areas_in_england_and_wales,2013-11-02,2013-07-24,,,,{u'': 1},18.4,1
deaths_during_or_following_police_contact-statistics_for_england_and_wales,2013-11-16,2013-07-23,,,,{u'': 1},42.5,1
barking-havering-and-redbridge-university-nhs-trusts,2013-07-23,2013-07-23,,,monthly,{u'PDF': 1},42.2,1
employment_and_support_allowance-outcomes_of_work_capability_assessments_great_britain,2013-11-16,2013-07-23,,,,{u'': 2},82.7,2
